DATE,ITUB3,ITUB4,BBDC4,IBOV,IBX50
9/24/2014,23.18,26.64,21.93,56824.42,9604.88
9/25/2014,23.11,25.81,21.41,55962.08,9454.56
9/26/2014,23.67,26.89,22.35,57212.38,9674.35
9/29/2014,22.38,25.01,20.78,54625.35,9236.1
9/30/2014,22.04,24.16,20.28,54115.98,9149.89
10/1/2014,21.24,23.52,19.56,52858.43,8939.53
10/2/2014,21.72,24.3,20.16,53518.57,9052.88
10/3/2014,22.06,24.88,20.58,54539.55,9224.48
10/6/2014,23.16,26.21,22.14,57115.9,9660.97
10/7/2014,23.29,26.25,21.99,57436.33,9713.15
10/8/2014,22.74,25.91,21.81,57058.48,9648.45
10/9/2014,22.95,26.24,22.23,57267.53,9693.04
10/10/2014,22.31,25.21,21.16,55311.59,9363.75
10/13/2014,23.62,27.12,22.81,57956.53,9814.24
10/14/2014,23.99,27.37,23.13,58015.46,9825.31
10/15/2014,23.04,26.14,21.86,56135.27,9507.15
10/16/2014,22.47,25.45,21.09,54298.33,9191.54
10/17/2014,22.74,26.19,21.9,55723.79,9434.87
10/20/2014,22.45,25.43,21.39,54302.57,9189.44
10/21/2014,21.31,24.15,20.29,52432.43,8872.48
10/22/2014,21.18,24.1,20.33,52411.03,8876.71
10/23/2014,20.32,23.01,19.11,50713.26,8589.25
10/24/2014,20.86,23.66,19.6,51940.73,8790.19
10/27/2014,20.25,22.83,19.18,50503.66,8554.73
10/28/2014,21.12,24.19,20.48,52330.03,8864.92
10/29/2014,20.6,23.49,19.67,51049.32,8639.73
10/30/2014,22.25,25.39,21,52336.83,8866.81
10/31/2014,22.94,26.22,21.74,54628.6,9263.15
11/3/2014,22.78,26.13,21.47,53947.21,9147.53
11/4/2014,23.14,26.63,21.74,54383.59,9220.75
11/5/2014,23.23,26.33,21.42,53698.42,9101.62
11/6/2014,22.33,25.38,20.96,52637.06,8921.08
11/7/2014,22.46,25.81,21.04,53222.85,9020.18
11/10/2014,22.6,25.74,21.15,52725.38,8933.68
11/11/2014,22.6,25.72,21.28,52474.27,8888.65
11/12/2014,22.6,25.91,21.34,52978.89,8975.46
11/13/2014,22.09,25.08,20.77,51846.03,8780.44
11/14/2014,22.12,25.2,20.84,51772.4,8776.45
11/17/2014,21.88,25.01,20.38,51256.99,8691.8
11/18/2014,22.47,25.74,21.29,52061.86,8832.74
11/19/2014,23.2,26.78,22.21,53402.81,9058.84
11/21/2014,24.78,28.54,23.9,56084.04,9510.59
11/24/2014,24.21,27.95,23.51,55406.91,9391.03
11/25/2014,24.46,28.3,23.85,55560.81,9426.26
11/26/2014,24.12,28.07,23.61,55098.47,9344.96
11/27/2014,24.14,27.66,23.16,54721.32,9272.26
11/28/2014,24,27.56,23.06,54724,9272.68
12/1/2014,23.17,26.41,21.85,52276.58,8858.62
12/2/2014,22.86,26.01,21.48,51612.47,8741.86
12/3/2014,22.92,26.34,21.84,52320.48,8863.59
12/4/2014,22.86,25.95,21.38,51426.87,8710.57
12/5/2014,23.19,26.44,21.85,51992.89,8807.07
12/8/2014,22.75,25.46,20.75,50274.07,8517.42
12/9/2014,22.81,25.56,21.24,50193.47,8504.22
12/10/2014,22.27,25.17,20.62,49548.08,8390.29
12/11/2014,22.43,25.46,21.11,49861.81,8444.13
12/12/2014,21.31,24.1,19.88,48001.98,8121.05
12/15/2014,20.92,23.59,19.32,47018.68,7953.75
12/16/2014,20.65,23.47,19.42,47007.51,7963.7
12/17/2014,21.63,24.66,20.37,48713.64,8254.1
12/18/2014,21.27,24.47,20.24,48495.7,8219.41
12/19/2014,21.66,24.85,20.76,49650.98,8417.45
12/22/2014,22.26,25.02,20.94,50120.86,8494.71
12/23/2014,22.35,25.14,21.28,50889.81,8624.46
12/26/2014,22.25,24.78,20.82,50144.63,8490.34
12/29/2014,22.37,24.85,20.97,50593.82,8567.25
12/30/2014,22.68,24.71,20.82,50007.41,8465.97
1/2/2015,21.78,24.17,20.37,48512.22,8218.98
1/5/2015,21.53,24.29,20.42,47516.82,8048.14
1/6/2015,21.74,24.68,21.09,48000.92,8127.42
1/7/2015,22.23,25.58,21.92,49462.91,8373.84
1/8/2015,22.55,25.98,22.04,49943.3,8448.8
1/9/2015,22.28,24.84,21.08,48840.25,8276.95
1/12/2015,21.55,24.24,20.71,48139.74,8169.08
1/13/2015,21.35,24.21,20.77,48041.67,8144.4
1/14/2015,21.41,24.38,20.99,47645.87,8074.19
1/15/2015,21.52,24.16,20.78,48026.31,8138.21
1/16/2015,21.85,24.53,20.98,49016.52,8303.15
1/19/2015,21.22,23.65,20.54,47758.01,8109.69
1/20/2015,20.91,23.73,20.47,47876.66,8125.06
1/21/2015,21.67,24.43,20.97,49224.08,8355.31
1/22/2015,21.64,24.55,21.21,49442.62,8397.76
1/23/2015,21.68,24.31,21.02,48775.3,8291.17
1/26/2015,21.67,24.6,21.36,48576.55,8262.06
1/27/2015,21.65,24.51,21.4,48591.23,8263.13
1/28/2015,21.46,24.01,20.88,47694.54,8111.6
1/29/2015,21.31,23.84,20.66,47762.24,8123.66
1/30/2015,21.15,23.51,20.05,46907.68,8004.04
2/2/2015,21.44,23.82,20.25,47650.73,8119.89
2/3/2015,21.79,24.48,21,48963.66,8343.36
2/4/2015,22.51,25.38,21.53,49301.05,8407.12
2/5/2015,22.47,25.17,21.19,49233.85,8400.24
2/6/2015,22.46,25.11,21.28,48792.27,8334.06
2/9/2015,22.49,25.27,21.5,49382.58,8431.59
2/10/2015,22.25,24.95,21.05,48510.28,8295.05
2/11/2015,22.24,24.52,20.48,48239.67,8243.07
2/12/2015,22.54,25.17,21.29,49532.72,8458.26
2/13/2015,23.25,26,21.86,50635.92,8631.6
2/18/2015,23.25,26.15,22.1,51280.36,8740.04
2/19/2015,23.45,26.15,22.05,51294.03,8743.36
2/20/2015,23.47,26.29,22.11,51237.7,8738.96
2/23/2015,23.79,26.54,22.32,51280.64,8755.27
2/24/2015,23.82,26.82,22.57,51874.17,8853.38
2/25/2015,23.83,26.89,22.69,51811.02,8837.27
2/26/2015,23.96,27.02,22.74,51760.54,8821.98
2/27/2015,23.63,26.73,22.46,51583.09,8789.39
3/2/2015,23.55,26.61,22.15,51020.81,8698.5
3/3/2015,23.8,26.82,22.2,51304.1,8752.08
3/4/2015,23.88,26.58,21.74,50468.05,8605.9
3/5/2015,23.81,26.35,21.71,50365.2,8590.17
3/6/2015,23.22,25.64,21.44,49981.19,8526.45
3/9/2015,22.68,24.98,20.83,49181.01,8400.66
3/10/2015,21.96,24,20.13,48293.4,8240.4
3/11/2015,22.54,24.81,20.74,48905.58,8345.35
3/12/2015,22.68,24.91,20.37,48880.4,8335.89
3/13/2015,22.61,24.79,20.12,48595.81,8289.77
3/16/2015,22.78,24.79,20.41,48848.21,8329.96
3/17/2015,23.26,25.5,21.22,50285.12,8570.73
3/18/2015,23.74,26.27,22.05,51526.19,8780.57
3/19/2015,23.54,26.11,21.68,50953.53,8686.38
3/20/2015,23.62,26.33,22.02,51966.58,8843.5
3/23/2015,23.48,26.16,21.96,51908.46,8832.86
3/24/2015,23.35,26,21.75,51506.07,8762.15
3/25/2015,23.35,25.97,21.77,51858.3,8828.01
3/26/2015,23.08,25.24,21.1,50579.85,8615.09
3/27/2015,23.05,24.8,20.51,50094.66,8540.36
3/30/2015,23.48,25.64,20.94,51243.45,8725.13
3/31/2015,23.25,25.87,21.28,51150.16,8712.7
4/1/2015,23.92,26.76,21.95,52321.76,8905.77
4/2/2015,24.18,27.01,22.22,53123.02,9023.88
4/6/2015,24.57,27.34,22.34,53737.26,9141.98
4/7/2015,24.69,27.36,22.42,53729.16,9148.57
4/8/2015,24.79,27.49,22.47,53661.11,9139.3
4/9/2015,24.72,26.94,22.07,53802.66,9162.68
4/10/2015,24.42,27.14,22.3,54214.11,9224.38
4/13/2015,24.42,26.92,22.25,54239.77,9228.16
4/14/2015,24.44,26.92,22.44,53981.92,9181.19
4/15/2015,24.51,27.31,22.74,54918.74,9334.2
4/16/2015,24.67,27.11,22.68,54674.21,9292.2
4/17/2015,24.51,26.76,22.1,53954.79,9170.17
4/20/2015,24.03,26.32,21.95,53761.27,9137.76
4/22/2015,24.55,27.05,22.25,54617.36,9275.74
4/23/2015,25.02,27.78,22.73,55684.85,9449.26
4/24/2015,25.63,28.68,23.28,56594.22,9596.44
4/27/2015,24.96,28.15,22.93,55534.5,9421.32
4/28/2015,25.15,28.43,23.29,55812.03,9457.46
4/29/2015,24.96,28.05,22.73,55325.29,9402.39
4/30/2015,25.07,28.24,23.08,56229.38,9554.97
5/4/2015,25.67,28.56,23.19,57353.98,9737.7
5/5/2015,25.53,28.28,23.26,58051.61,9842.57
5/6/2015,25.16,27.57,22.67,57103.14,9684.77
5/7/2015,25.06,27.68,22.73,56921.39,9661.32
5/8/2015,25.67,28.05,22.8,57149.33,9701.99
5/11/2015,25.22,27.92,22.73,57197.1,9712.93
5/12/2015,25.23,27.79,22.5,56792.05,9641.83
5/13/2015,25.2,27.6,22.17,56372.04,9578.98
5/14/2015,25.31,27.87,22.7,56656.57,9627.66
5/15/2015,25.78,28.39,23.18,57248.63,9728.21
5/18/2015,25.39,27.64,22.61,56204.23,9553.24
5/19/2015,25.09,27.25,22.28,55498.82,9437.54
5/20/2015,24.85,26.77,21.72,54901.02,9332.96
5/21/2015,24.4,26.44,21.35,55112.05,9373.94
5/22/2015,24.18,25.89,20.89,54377.29,9247.73
5/25/2015,24.09,25.98,21.02,54609.25,9283.86
5/26/2015,23.67,25.6,20.39,53629.78,9118.53
5/27/2015,24.04,26.12,20.94,54236.25,9217.28
5/28/2015,23.84,25.81,20.82,53976.28,9175.5
5/29/2015,23.47,25.17,20.26,52760.48,8976.63
6/1/2015,23.03,25,20.22,53031.32,9019.5
6/2/2015,23.58,25.56,20.74,54236.43,9223.49
6/3/2015,23.32,24.91,20.26,53522.91,9099.96
6/5/2015,23,24.32,19.79,52973.38,9015.98
6/8/2015,22.9,24.22,19.82,52809.64,8987.6
6/9/2015,22.71,24.06,19.6,52815.99,8993.36
6/10/2015,23.26,24.77,20.28,53876.45,9177.07
6/11/2015,23.11,24.61,20.33,53688.52,9143.75
6/12/2015,23.09,24.36,19.95,53347.53,9085.54
6/15/2015,22.93,24.48,19.84,53137.53,9048.63
6/16/2015,23.37,25.35,20.34,53702.15,9147.93
6/17/2015,23.13,24.9,19.92,53248.54,9073.07
6/18/2015,23.51,25.52,20.66,54238.59,9235.36
6/19/2015,23.4,25.23,20.26,53749.41,9153.76
6/22/2015,23.32,25.3,20.48,53863.68,9173.26
6/23/2015,23.66,25.55,20.72,53772.43,9155.4
6/24/2015,23.76,25.64,20.83,53842.54,9169.44
6/25/2015,23.57,25.2,20.7,53175.67,9060.4
6/26/2015,23.87,25.42,21.04,54016.97,9195.78
6/29/2015,23.54,25.1,20.58,53014.21,9025.04
6/30/2015,24.02,25.1,20.61,53080.88,9033.74
7/1/2015,23.85,25.25,20.52,52757.54,8978.46
7/2/2015,23.95,25.59,20.9,53106.19,9042.74
7/3/2015,23.94,25.33,20.64,52519.41,8946.23
7/6/2015,23.46,24.9,20.27,52149.37,8883.88
7/7/2015,23.59,24.99,20.17,52343.71,8924.5
7/8/2015,23.32,24.7,19.81,51781.75,8828.3
7/10/2015,23.85,25.45,20.6,52590.72,8965.76
7/13/2015,24.05,25.69,20.98,53119.47,9050.57
7/14/2015,24.02,25.71,21.11,53239.18,9069.2
7/15/2015,23.57,25.26,20.96,52902.28,9012.2
7/16/2015,23.64,25.33,20.92,53069.75,9038.31
7/17/2015,23.25,25.18,20.79,52341.8,8919.89
7/20/2015,23.21,25.03,20.41,51600.08,8795.8
7/21/2015,23.17,24.82,20.23,51474.28,8774.7
7/22/2015,22.61,24.43,20.07,50915.79,8683.88
7/23/2015,21.96,23.41,19.18,49806.63,8501.55
7/24/2015,21.73,23.31,19.33,49245.85,8410.54
7/27/2015,22.08,23.26,19.51,48735.54,8319.41
7/28/2015,22.33,23.69,19.76,49601.6,8466.53
7/29/2015,22.58,23.92,19.98,50245.14,8582.83
7/30/2015,22.11,23.62,19.58,49897.4,8521.53
7/31/2015,22.69,24.28,19.75,50864.77,8694.12
8/3/2015,22.92,24.17,19.13,50138.05,8569.91
8/4/2015,22.2,23.59,18.85,50058.49,8560.48
8/5/2015,22.05,23.55,18.8,50287.27,8607.88
8/6/2015,22.16,23.46,18.83,50011.32,8559.63
8/7/2015,21.66,22.77,18.31,48577.32,8316
8/10/2015,22.1,23.07,18.53,49353,8447.24
8/11/2015,21.67,23.02,18.52,49072.34,8400.33
8/12/2015,20.99,22.36,17.93,48388.05,8280.08
8/13/2015,21.07,21.84,17.66,48009.57,8218.62
8/14/2015,20.61,21.82,17.54,47508.41,8136.23
8/17/2015,20.54,21.59,17.25,47217.43,8085.9
8/18/2015,21.11,21.95,17.57,47450.58,8123.47
8/19/2015,20.47,21.5,17.09,46588.39,7976.1
8/20/2015,20.34,21.55,16.96,46649.23,7984.76
8/21/2015,20.45,21.59,16.86,45719.64,7823.33
8/24/2015,20.05,21.17,16.57,44336.47,7595.44
8/25/2015,19.79,21.11,16.62,44544.86,7635.92
8/26/2015,20.95,22.39,17.44,46038.08,7889.82
8/27/2015,21.51,23.18,17.87,47715.27,8175.42
8/28/2015,21.19,22.52,17.41,47153.87,8086.1
8/31/2015,20.25,21.72,16.7,46625.52,8000.03
9/1/2015,19.96,21.21,16.22,45477.06,7809.5
9/2/2015,20.59,21.71,16.51,46463.96,7980.33
9/3/2015,21.18,22.54,16.93,47365.87,8132.71
9/4/2015,20.42,21.62,16.21,46497.72,7992.36
9/8/2015,20.32,21.86,16.59,46762.07,8030.66
9/9/2015,20.54,22.11,16.78,46657.1,8002.47
9/10/2015,20.13,21.66,16.42,46503.99,7971.44
9/11/2015,20.01,21.7,16.24,46400.5,7950.43
9/14/2015,20.76,22.58,16.96,47281.52,8090.5
9/15/2015,21.48,23.14,17.29,47364.07,8111.08
9/16/2015,21.93,23.73,17.94,48553.1,8304.57
9/17/2015,21.45,23.73,17.88,48551.08,8306.3
9/18/2015,20.93,22.79,16.91,47264.08,8098.98
9/21/2015,20.16,22.29,16.39,46590.2,7986.14
9/22/2015,20.66,22.5,16.46,46264.61,7939.54
9/23/2015,20.07,21.61,15.9,45340.11,7783.47
9/24/2015,19.99,21.85,16.09,45291.96,7774.44
9/25/2015,19.75,21.32,15.72,44831.46,7699.92
9/28/2015,19.57,21.3,15.33,43956.63,7558.83
9/29/2015,19.69,21.21,15.23,44131.82,7586.24
9/30/2015,19.8,21.7,15.53,45059.34,7740.55
10/1/2015,20.03,22.01,15.74,45313.27,7793.13
10/2/2015,20.9,22.9,16.33,47033.46,8077.08
10/5/2015,21.15,23.39,16.81,47598.07,8172.59
10/6/2015,21.35,23.6,16.97,47735.11,8182.13
10/7/2015,21.88,24.27,17.58,48914.32,8366.74
10/8/2015,22.01,24.36,17.6,49106.56,8386.41
10/9/2015,21.88,24.2,17.41,49338.41,8430.38
10/13/2015,21,22.9,16.46,47362.64,8085.06
10/14/2015,20.81,22.69,16.37,46710.44,7969.65
10/15/2015,20.32,22.31,16.31,47161.15,8054.77
10/16/2015,19.95,21.98,16,47236.11,8079.06
10/19/2015,20.09,22.5,15.98,47447.31,8111.15
10/20/2015,19.83,22.04,15.6,47076.55,8052.12
10/21/2015,19.93,21.88,15.62,47025.87,8055.3
10/22/2015,20.45,22.34,15.85,47772.14,8177.06
10/23/2015,20.72,22.19,15.64,47596.59,8148.81
10/26/2015,20.21,21.86,15.52,47209.32,8086.14
10/27/2015,20.07,21.74,15.59,47042.95,8059.68
10/28/2015,20.31,21.89,15.98,46740.85,8006.44
10/29/2015,19.71,21.29,15.27,45628.35,7808.44
10/30/2015,20.04,21.68,15.24,45868.82,7822.1
11/3/2015,20.95,23.07,16.04,48053.67,8166.96
11/4/2015,21.05,23.13,15.72,47710.1,8096.96
11/5/2015,21.32,23.41,16.15,48046.76,8153.27
11/6/2015,21.1,23.06,15.92,46918.52,7960.11
11/9/2015,20.71,22.47,15.56,46194.92,7841.53
11/10/2015,21.13,22.61,15.48,46206.57,7834.74
11/11/2015,21.36,23.22,15.86,47065.01,7981.53
11/12/2015,21.33,23.29,15.85,46883.58,7948.93
11/13/2015,20.97,22.64,15.62,46517.04,7895.28
11/16/2015,21.36,23.28,15.75,46846.88,7950.61
11/17/2015,21.52,23.44,16.34,47247.8,8020.69
11/18/2015,21.31,23.38,16.47,47435.58,8047.98
11/19/2015,21.69,24.02,16.99,48138.89,8163.72
11/23/2015,21.92,24.02,16.83,48150.27,8159.72
11/24/2015,21.67,24.05,16.71,48284.19,8181.13
11/25/2015,20.97,22.87,15.9,46866.63,7954.65
11/26/2015,21.02,23.2,16.25,47145.63,8003.86
11/27/2015,20.61,22.59,15.65,45872.91,7792.48
11/30/2015,20.49,22.77,15.34,45120.36,7667.31
12/1/2015,20.55,22.95,15.25,45046.75,7665.11
12/2/2015,20.23,22.22,15.24,44914.53,7635.65
12/3/2015,21.05,23.63,15.91,46393.26,7882.67
12/4/2015,20.87,23.1,15.69,45360.76,7716.98
12/7/2015,20.63,22.93,15.53,45222.7,7694.45
12/8/2015,20.24,22.67,15.19,44443.26,7561.88
12/9/2015,21.13,23.9,15.95,46108.03,7833.46
12/10/2015,21.15,23.78,15.26,45630.71,7754.07
12/11/2015,21.28,23.78,15.13,45262.72,7688.93
12/14/2015,20.66,23.22,14.86,44747.31,7601.34
12/15/2015,20.66,23.37,15.1,44872.47,7614.55
12/16/2015,20.28,23.21,15.23,45015.84,7644.49
12/17/2015,21.04,23.61,15.56,45261.48,7681.36
12/18/2015,19.58,22.24,14.88,43910.6,7464.7
12/21/2015,19.55,21.82,14.45,43199.95,7357.61
12/22/2015,19.79,21.96,14.58,43469.52,7405.16
12/23/2015,19.93,21.88,14.69,44014.93,7492.38
12/28/2015,19.77,21.8,14.84,43764.34,7449.83
12/29/2015,19.88,21.82,14.91,43653.97,7426.26
12/30/2015,20.05,21.74,14.6,43349.96,7357.53
1/4/2016,18.85,20.76,14.39,42141.04,7153.22
1/5/2016,19.25,20.94,14.44,42419.32,7208.58
1/6/2016,19.14,20.85,14.24,41773.14,7099.95
1/7/2016,18.91,20.46,13.95,40694.72,6918.56
1/8/2016,19.2,20.46,13.68,40612.21,6912.34
1/11/2016,18.71,20.23,13.29,39950.49,6792.94
1/12/2016,18.7,20.32,13.21,39513.83,6721.43
1/13/2016,19.07,20,13.03,38944.44,6624.12
1/14/2016,19.01,20.29,13.42,39500.11,6724.37
1/15/2016,18.44,19.76,13.08,38569.13,6566.6
1/18/2016,18.24,19.53,12.96,37937.27,6448.86
1/19/2016,18.05,19.33,13.06,38057.02,6478.85
1/20/2016,17.8,19.06,13.09,37645.48,6410.53
1/21/2016,17.57,19.1,12.9,37717.11,6422.25
1/22/2016,17.82,19.28,13.16,38031.22,6481
1/26/2016,17.87,19.49,13.01,37497.48,6386.63
1/27/2016,17.99,19.56,13.17,38376.37,6542.98
1/28/2016,18.02,19.7,13.19,38630.19,6579.35
1/29/2016,18.46,20.61,13.76,40405.99,6881.88
2/1/2016,19.04,21.06,14.12,40570.04,6904.71
2/2/2016,17.97,19.22,13.55,38596.17,6575.32
2/3/2016,18.46,20.01,14.2,39588.82,6743.98
2/4/2016,18.51,20.3,14.97,40821.73,6947.03
2/5/2016,18.71,20.5,14.82,40592.09,6901.61
2/10/2016,18.7,20.6,14.99,40376.58,6863.26
2/11/2016,18.17,19.99,14.6,39318.3,6688.6
2/12/2016,17.92,20.15,14.65,39808.05,6776.92
2/15/2016,18.2,20.08,14.65,40092.89,6821.89
2/16/2016,18.58,20.57,15.17,40947.7,6961.86
2/17/2016,18.6,20.79,15.34,41630.82,7077.02
2/18/2016,18.61,20.37,15.03,41477.63,7061.88
2/19/2016,18.72,20.61,15.09,41543.41,7069.46
2/22/2016,19.75,21.44,15.88,43234.86,7349.93
2/23/2016,19.22,21.13,15.72,42520.94,7232.22
2/24/2016,19.33,20.96,15.69,42084.56,7165.71
2/25/2016,18.87,20.97,15.65,41887.9,7125.13
2/26/2016,18.92,20.97,15.69,41593.08,7070.92
2/29/2016,19.09,21.57,16.2,42793.86,7270.18
3/1/2016,19.94,22.58,16.65,44121.79,7494.06
3/2/2016,20.19,23.11,17.01,44893.48,7617.5
3/3/2016,21.03,25.39,18.53,47193.39,7982.39
3/4/2016,21.96,26.64,20.45,49084.87,8301.74
3/7/2016,22.07,26.52,19.87,49246.1,8332.48
3/8/2016,22.86,27.11,19.97,49102.14,8301.18
3/9/2016,22.26,26.21,19.07,48665.09,8225.96
3/10/2016,23.03,27.24,19.64,49571.11,8373.84
3/11/2016,23.54,27.47,20.33,49638.68,8380.79
3/14/2016,23.46,27.34,20.2,48867.34,8254.42
3/15/2016,22.38,26.13,19.14,47130.02,7981.43
3/16/2016,21.75,25.35,18.72,47763.43,8078.85
3/17/2016,23.83,28.12,21.15,50913.79,8599.75
3/18/2016,23.66,28.2,20.87,50814.66,8581.39
3/21/2016,23.7,28.21,21.22,51171.55,8640.43
3/22/2016,23.34,27.48,21,51010.2,8617.06
3/23/2016,22.09,26.61,20.32,49690.05,8404.88
3/24/2016,21.91,26.33,19.95,49657.39,8399.94
3/28/2016,22.66,26.98,20.92,50838.23,8595.19
3/29/2016,22.93,27.15,21.28,51154.99,8649.96
3/30/2016,22.9,27.3,21.31,51248.93,8661.53
3/31/2016,22.47,26.52,20.56,50055.27,8463.9
4/1/2016,22.73,26.7,20.96,50561.53,8541.88
4/4/2016,21.67,25.76,20.2,48779.98,8248.76
4/5/2016,21.76,25.82,20.31,49053.62,8298.86
4/6/2016,21.4,25.08,19.69,48096.24,8144.14
4/7/2016,21.88,25.35,19.85,48513.1,8214.96
4/8/2016,22.95,26.95,20.83,50292.93,8502.74
4/11/2016,23.19,27.08,21.28,50165.47,8472.62
4/12/2016,24.02,28.31,22.15,52001.86,8771.41
4/13/2016,24.3,28.65,22.35,53149.84,8958.28
4/14/2016,23.35,27.82,21.81,52411.02,8839.18
4/15/2016,23.47,28,21.91,53227.74,8980.47
4/18/2016,23.52,27.8,21.79,52894.08,8926.13
4/19/2016,23.44,27.95,21.84,53710.05,9054.91
4/20/2016,23.31,27.43,21.82,53630.93,9040.52
4/22/2016,23.35,26.93,21.36,52907.88,8925.23
4/25/2016,22.94,26.69,20.87,51861.71,8746.82
4/26/2016,23.72,27.62,21.62,53082.5,8947.56
4/27/2016,23.87,28.56,22.38,54477.78,9175.1
4/28/2016,24.25,28.37,21.92,54311.96,9146.6
4/29/2016,24.05,27.94,21.66,53910.51,9076.5
5/2/2016,23.24,27.17,21.23,53561.54,9015.78
5/3/2016,22.19,25.61,20.78,52260.19,8798.09
5/4/2016,22.73,26.24,21.67,52552.8,8844.9
5/5/2016,22.19,25.84,21.13,51671.04,8695.27
5/6/2016,22.23,25.85,21.23,51717.82,8699.36
5/9/2016,22.43,26.01,21.36,50990.07,8578.71
5/10/2016,23.03,27.65,22.28,53070.91,8926.92
5/11/2016,23.36,27.48,22.5,52764.46,8874.09
5/12/2016,23.49,27.75,22.98,53241.32,8953.02
5/13/2016,22.63,26.7,22.06,51804.31,8708.91
5/16/2016,22.86,26.29,21.67,51802.92,8714.38
5/17/2016,22.47,25.73,20.97,50839.45,8557.29
5/18/2016,22.63,26.13,21.06,50561.7,8510.06
5/19/2016,22.28,25.91,20.63,50132.53,8439.04
5/20/2016,22.23,25.58,20.4,49722.75,8370.22
5/23/2016,22.27,25.67,20.46,49330.42,8304.84
5/24/2016,22.4,25.64,20.52,49345.19,8307.81
5/25/2016,22,25.52,20.43,49482.86,8329.79
5/27/2016,22.09,25.27,20.14,49051.49,8259.19
5/30/2016,21.99,25.26,20.08,48964.34,8244.68
5/31/2016,21.45,24.7,19.08,48471.71,8152.74
6/1/2016,21.87,25.07,19.43,49012.65,8244.74
6/2/2016,22.31,25.36,20.06,49887.24,8389.85
6/3/2016,22.36,25.42,20.16,50619.5,8511.95
6/6/2016,22.18,25.18,20.04,50431.8,8480.42
6/7/2016,22.35,25.59,20.3,50487.86,8490.19
6/8/2016,22.63,25.98,20.94,51629.29,8676.66
6/9/2016,22.4,25.92,20.97,51118.46,8589.95
6/10/2016,21.67,24.59,20.13,49422.16,8306.11
6/13/2016,21.55,24.7,20.47,49660.79,8352.5
6/14/2016,21.34,24.34,20.06,48648.29,8184.43
6/15/2016,21.28,24.22,20.1,48914.74,8230.7
6/16/2016,21.45,24.67,20.4,49411.62,8313.53
6/17/2016,21.8,24.61,20.27,49533.84,8334.77
6/20/2016,21.86,25.01,20.61,50329.36,8464.98
6/21/2016,21.74,25.01,20.85,50837.8,8547.07
6/22/2016,21.4,24.57,20.81,50156.3,8431.19
6/23/2016,21.64,25.53,21.49,51559.82,8665.78
6/24/2016,21.36,24.63,20.96,50105.26,8426.67
6/27/2016,20.79,23.81,20.13,49245.53,8281.69
6/28/2016,21.23,24.64,20.63,50006.56,8406.43
6/29/2016,21.4,25.19,21.13,51001.91,8573.15
6/30/2016,21.92,25.78,21.25,51526.93,8663.13
7/1/2016,22.27,26.31,21.62,52233.04,8781.9
7/4/2016,22.41,26.3,21.71,52568.66,8829.96
7/5/2016,22.19,26.11,21.7,51842.27,8712.85
7/6/2016,22.09,26.21,21.7,51901.81,8722.35
7/7/2016,22.09,26.47,21.79,52014.66,8740.75
7/8/2016,22.92,27.19,22.39,53140.74,8928.57
7/11/2016,23.02,27.45,22.64,53960.11,9062.47
7/12/2016,22.7,27.22,22.45,54256.41,9116.52
7/13/2016,23.37,27.79,22.95,54598.29,9171.23
7/14/2016,24.11,28.58,23.9,55480.87,9320.32
7/15/2016,24.24,28.48,23.9,55578.24,9331.69
7/18/2016,24.62,28.97,24.4,56484.21,9482.32
7/19/2016,24.7,28.8,24.3,56698.06,9515.85
7/20/2016,24.86,29.25,24.52,56578.05,9497.8
7/21/2016,24.58,28.86,24.33,56641.49,9506.65
7/22/2016,24.66,29.04,24.49,57002.08,9562.99
7/25/2016,24.68,28.82,24.41,56872.73,9541.8
7/26/2016,24.45,28.45,24.22,56782.75,9525.07
7/27/2016,24.6,28.56,24.3,56852.84,9541.72
7/28/2016,24.47,28.25,23.22,56667.12,9510.43
7/29/2016,24.74,28.76,23.95,57308.21,9612.2
8/1/2016,24.56,28.47,23.98,56755.76,9517.97
8/2/2016,24.63,28.81,23.69,56162.38,9419.79
8/3/2016,25.44,30.01,24.24,57076.91,9566.52
8/4/2016,25.5,30.18,24.5,57593.89,9651.49
8/5/2016,25.56,30,24.65,57661.14,9664.3
8/8/2016,25.59,29.81,24.4,57635.43,9667.55
8/9/2016,25.64,29.87,24.28,57689.41,9673.5
8/10/2016,25.39,29.62,23.93,56919.78,9542.83
8/11/2016,25.64,30.38,24.64,58299.57,9772.53
8/12/2016,25.88,30.61,24.68,58298.41,9778.26
8/15/2016,26.75,31.28,25.04,59145.98,9922.42
8/16/2016,26.55,31.15,24.66,58855.43,9876.92
8/17/2016,26.88,31.56,24.94,59323.83,9953.22
8/18/2016,26.82,31.5,25,59166.02,9924.31
8/19/2016,26.7,31.3,24.86,59098.92,9906.59
8/22/2016,26.48,30.69,24.19,57781.24,9685.78
8/23/2016,26.24,30.64,23.93,58020.04,9725.66
8/24/2016,26.17,30.5,23.76,57717.88,9670.8
8/25/2016,25.72,30.4,23.87,57722.14,9671.21
8/26/2016,26.45,30.77,24.2,57716.25,9671.91
8/29/2016,26.75,31.31,24.64,58610.39,9819.34
8/30/2016,27,31.52,24.72,58575.42,9815.42
8/31/2016,26.25,30.87,24.56,57901.11,9701.94
9/1/2016,26.83,31.18,24.31,58236.27,9756.08
9/2/2016,27.54,31.64,25.02,59616.4,9985.8
9/5/2016,27.29,31.65,25.11,59566.34,9976.45
