DATE,ITUB3,ITUB4,BBDC4,IBOV,IBX50
12/29/2005,7.2,9.12,7.46,33455.94,4823.41
1/2/2006,7.22,9.14,7.46,33507.27,4869.75
1/3/2006,7.59,9.39,7.78,34540.58,5020.18
1/4/2006,7.51,9.66,7.97,35002.37,5096.95
1/5/2006,7.66,9.6,7.9,34936.11,5087.31
1/6/2006,7.82,9.94,8.01,35475.02,5190.06
1/9/2006,7.84,9.87,7.99,35337.33,5170.57
1/10/2006,7.86,9.89,7.94,35049.42,5150.48
1/11/2006,7.82,10.02,8.18,35952.24,5289.78
1/12/2006,7.89,9.97,8.14,35779.3,5289.9
1/13/2006,7.95,10.04,8.25,35897.12,5306.35
1/16/2006,7.97,10.1,8.41,36533.68,5404.79
1/17/2006,7.97,10.06,8.43,36119.37,5339.21
1/18/2006,7.97,9.91,8.24,35805.19,5283.48
1/19/2006,8.35,10.39,8.58,36858.19,5456.89
1/20/2006,8.4,10.33,8.53,36694.65,5425.86
1/23/2006,8.44,10.18,8.56,36631.75,5413.85
1/24/2006,8.44,10.37,9,37399.67,5539.08
1/26/2006,8.58,10.7,9.2,38014.36,5620.52
1/27/2006,8.74,10.54,9.26,37822.22,5595.03
1/30/2006,8.74,10.58,9.64,38242.04,5676.52
1/31/2006,8.66,10.89,9.59,38382.8,5727.07
2/1/2006,8.74,11.12,9.62,38484.84,5732.3
2/2/2006,8.66,10.87,9.29,37304.19,5546.76
2/3/2006,8.62,10.51,9.14,37261.73,5495.6
2/6/2006,8.59,10.65,9.08,37321.2,5535.99
2/7/2006,8.3,10.4,8.82,36561.7,5389.08
2/8/2006,8.36,10.54,8.75,36499.41,5357.89
2/9/2006,8.59,10.87,8.97,36882.31,5408.04
2/10/2006,8.82,11.11,9.28,36975.27,5398.25
2/13/2006,8.82,11.03,8.98,36113.95,5286.7
2/14/2006,8.74,10.89,8.95,36626.88,5317.95
2/15/2006,8.89,11.08,9.12,37239.3,5394.38
2/16/2006,9.2,11.64,9.78,38256.39,5566.34
2/17/2006,9.2,11.47,9.72,38421.83,5589.77
2/20/2006,9.51,11.67,9.59,38539.18,5618.43
2/21/2006,9.35,11.47,9.94,38165.97,5593.89
2/22/2006,9.2,11.32,9.68,38246.4,5575.03
2/23/2006,9,11.19,9.35,38405.48,5591.94
2/24/2006,8.97,11.14,9.66,38610.39,5637.74
3/1/2006,9.2,11.5,10.06,39177.87,5711.69
3/2/2006,9.17,11.34,9.98,39125.84,5689.11
3/3/2006,9.2,11.4,9.93,39239.75,5707.53
3/6/2006,9.18,11.11,9.62,38353.98,5580.94
3/7/2006,8.89,10.92,9.35,37422.58,5415.95
3/8/2006,8.71,10.67,9.09,37289.08,5380.6
3/9/2006,8.56,10.34,8.84,36312.27,5237.48
3/10/2006,8.71,10.6,9.01,36890.69,5301.88
3/13/2006,9.16,11.03,9.09,36792.98,5334.62
3/14/2006,9.1,11.26,9.25,37541.49,5451.46
3/15/2006,9.26,11.36,9.4,38243.99,5549.25
3/16/2006,9.26,11.35,9.53,38156.64,5551.39
3/17/2006,9.31,11.39,9.57,38049.17,5534.3
3/20/2006,9.32,11.36,9.5,38203.53,5561.75
3/21/2006,9.18,11.08,9.23,37398.01,5451.8
3/22/2006,9.32,11.52,9.33,37850.59,5495.84
3/23/2006,9.18,11.31,9.23,37473.85,5456.15
3/24/2006,9.22,11.38,9.14,37577.05,5471.64
3/27/2006,8.96,11.06,8.95,37641.06,5473.92
3/28/2006,8.76,10.83,8.72,36682.21,5362.25
3/29/2006,8.71,10.8,8.8,37491.57,5470.59
3/30/2006,8.63,10.75,8.66,37776.76,5495.93
3/31/2006,8.63,10.51,8.58,37951.97,5478.12
4/3/2006,8.83,10.95,8.75,38717.07,5603.7
4/4/2006,8.9,11.13,8.8,38802.26,5615.38
4/5/2006,9.06,11.25,8.88,39053.2,5660.41
4/6/2006,9.13,11.2,8.88,39285.04,5687.92
4/7/2006,9.02,11.03,8.77,38926.49,5642.39
4/10/2006,8.75,10.71,8.55,38474.73,5579.16
4/11/2006,8.56,10.56,8.38,37901.19,5488.43
4/12/2006,8.56,10.42,8.35,38427.41,5513.9
4/13/2006,8.4,10.35,8.31,38082.13,5489.56
4/17/2006,8.54,10.45,8.3,38462.48,5552.63
4/18/2006,8.64,10.61,8.48,39572.47,5727.91
4/19/2006,8.67,10.8,8.8,39937.74,5793.47
4/20/2006,8.56,10.71,9.08,39774.59,5785.56
4/24/2006,8.68,10.63,8.99,39751.3,5771.25
4/25/2006,8.64,10.66,8.91,39738.07,5777.43
4/26/2006,8.68,10.92,9,40410.06,5846.41
4/27/2006,8.62,10.71,8.92,39751.44,5732.43
4/28/2006,8.82,10.81,8.82,40363.42,5790.66
5/2/2006,9.08,11.25,8.83,41016.58,5921.87
5/3/2006,9.11,11.34,8.88,40919.76,5907.75
5/4/2006,9.19,11.49,8.92,40975.78,5921.69
5/5/2006,9.42,11.81,8.98,41417.27,6021.5
5/8/2006,9.73,12.1,9.1,41515.49,6056.56
5/9/2006,9.89,12.13,9.04,41979.29,6115.27
5/10/2006,9.56,11.83,8.98,41751.5,6068.26
5/11/2006,9.26,11.47,8.89,40847.07,5965.04
5/12/2006,9.14,11.56,8.8,40211.97,5887.8
5/15/2006,8.87,11.01,8.59,39271.45,5719.31
5/16/2006,8.87,11.12,8.56,39416.44,5717.94
5/17/2006,8.72,10.93,8.53,38290.68,5579.15
5/18/2006,8.72,10.73,8.34,37807.15,5471.15
5/19/2006,8.56,10.52,8.31,37732.86,5464.27
5/22/2006,8.1,10.02,8.2,36496.92,5334.39
5/23/2006,8.25,9.92,8.18,36110,5295.78
5/24/2006,7.8,9.81,8,35791.96,5271.59
5/25/2006,8.31,10.32,8.26,37568.66,5468.55
5/26/2006,8.56,10.74,8.26,38629.71,5613.51
5/29/2006,8.41,10.59,8.26,38145.15,5555.07
5/30/2006,8.24,10.09,7.91,36412.51,5347.1
5/31/2006,8.25,9.94,7.76,36530.04,5338.35
6/1/2006,8.49,10.5,8.04,37748.3,5478.47
6/2/2006,8.55,10.58,8,37942.18,5512.98
6/5/2006,8.41,10.26,7.79,36739.86,5343.33
6/6/2006,8.19,9.99,7.55,36557.8,5257.64
6/7/2006,7.65,9.52,7.21,35264,5046.14
6/8/2006,7.55,9.34,7.09,35437.78,5048.81
6/9/2006,7.79,9.38,7.09,35074.63,5006.76
6/12/2006,7.6,8.97,6.72,33554.52,4801.09
6/13/2006,7.07,8.65,6.39,32847.61,4643.97
6/14/2006,7.05,8.65,6.54,32941.46,4710.16
6/16/2006,7.48,9.37,6.88,34398.92,4945.3
6/19/2006,7.63,9.34,6.82,33897.35,4868.02
6/20/2006,7.79,9.53,6.88,33632.14,4858.69
6/21/2006,7.94,9.91,7.09,34546.64,5017.01
6/22/2006,8.02,9.7,6.98,34316.77,4986.44
6/23/2006,7.94,9.88,6.99,34661.22,5041.78
6/26/2006,7.94,9.86,7,34631.24,5040.24
6/27/2006,7.79,9.57,6.88,34375.73,4978.89
6/28/2006,7.63,9.55,6.83,34834.65,5039.21
6/29/2006,8.16,10.16,7.43,36486.67,5274.93
6/30/2006,8.39,10.37,7.51,36630.66,5319.12
7/3/2006,8.65,10.8,7.85,37357.2,5450.15
7/4/2006,8.73,10.72,7.86,37367.34,5439.11
7/5/2006,8.71,10.46,7.7,36378.03,5316.25
7/6/2006,8.62,10.46,7.72,36533.13,5330.66
7/7/2006,8.26,10.35,7.63,36101.98,5282.06
7/10/2006,8.26,10.29,7.57,36140.64,5267.64
7/11/2006,8.41,10.52,7.63,36553.56,5338.87
7/12/2006,8.34,10.23,7.48,36229.71,5286.85
7/13/2006,8.18,9.96,7.22,35354.28,5174.72
7/14/2006,7.95,9.79,7.14,35349.68,5179.3
7/17/2006,7.85,9.56,7.02,34866.31,5057.92
7/18/2006,7.76,9.57,6.96,35130.42,5070.93
7/19/2006,8.41,10.36,7.56,36785.45,5324.21
7/20/2006,8.41,10.3,7.44,35846.84,5190.07
7/21/2006,8.39,10.27,7.49,35510.4,5146.75
7/24/2006,8.57,10.69,7.75,36224.39,5288.62
7/25/2006,8.76,10.86,7.87,36680.83,5363.67
7/26/2006,8.58,10.85,7.91,36594.3,5357.7
7/27/2006,8.73,10.8,7.9,36887.72,5392.75
7/28/2006,8.8,10.93,8.13,37381.06,5460.84
7/31/2006,8.73,10.94,8.12,37077.12,5421.4
8/1/2006,8.57,10.61,8.03,36839.31,5444.21
8/2/2006,8.58,10.59,8.09,37288.4,5467.02
8/3/2006,8.42,10.44,8.06,37451.19,5486.16
8/4/2006,8.71,10.76,8.25,37847.88,5542.27
8/7/2006,8.73,10.67,8.06,37697.55,5524.82
8/8/2006,8.57,10.48,8,37600.44,5497.44
8/9/2006,8.5,10.48,7.8,37255.12,5442.36
8/10/2006,8.64,10.61,7.87,37353.76,5447.6
8/11/2006,8.34,10.38,7.81,36944.43,5383.52
8/14/2006,8.29,10.25,7.7,36556.88,5314.77
8/15/2006,8.54,10.73,8.01,37295.93,5420.42
8/16/2006,8.76,10.91,8.07,37677.81,5472.15
8/17/2006,8.47,10.97,8.15,37558.89,5457.66
8/18/2006,8.47,10.87,7.97,37551.71,5453.85
8/21/2006,8.48,10.58,7.87,37160.6,5381.85
8/22/2006,8.59,10.61,7.84,36677.51,5341.55
8/23/2006,8.34,10.41,7.7,35512.1,5188.02
8/24/2006,8.34,10.4,7.64,35797.26,5219.74
8/25/2006,8.47,10.2,7.54,35957.52,5235.89
8/28/2006,8.62,10.62,7.81,36374.51,5299.96
8/29/2006,8.62,10.58,7.78,36303.67,5284.1
8/30/2006,8.61,10.64,7.82,36313.43,5293.38
8/31/2006,8.69,10.66,7.76,36232.22,5272.83
9/1/2006,8.78,11.04,8.02,37329.15,5423.73
9/4/2006,8.7,11.04,8.07,37693.35,5474.17
9/5/2006,8.63,10.88,7.92,37367.96,5418.17
9/6/2006,8.7,10.63,7.78,36709.87,5306.75
9/8/2006,8.69,10.61,7.84,36558.48,5268.94
9/11/2006,8.47,10.45,7.8,35772.49,5144.46
9/12/2006,8.7,10.91,8.13,36146.66,5192.95
9/13/2006,8.76,11.09,8.19,36549.71,5276.9
9/14/2006,8.76,10.94,8.07,36153.6,5205.39
9/15/2006,8.86,11.06,8.15,36169.93,5204.04
9/18/2006,8.94,11.09,8.21,36482.78,5262.96
9/19/2006,8.77,10.99,8.08,35885.68,5185.85
9/20/2006,8.7,10.91,8.03,35196.59,5094.33
9/21/2006,8.55,10.58,7.84,34830.08,5044.75
9/22/2006,8.24,10.45,7.84,34798.8,5025.41
9/25/2006,8.19,10.5,7.99,34972.74,5051.17
9/26/2006,8.62,10.6,8.02,35818.97,5158.33
9/27/2006,8.47,10.63,8.09,36105.64,5217.01
9/28/2006,8.44,10.78,8.07,36486.19,5264.54
9/29/2006,8.55,10.76,8.04,36449.4,5258.34
10/2/2006,8.47,10.89,8.28,37057.75,5316.3
10/3/2006,8.54,10.67,8.13,36437.55,5202.05
10/4/2006,8.94,11.31,8.47,37749.29,5378.07
10/5/2006,9.05,11.64,8.64,37976.86,5427
10/6/2006,9.07,11.54,8.64,37940.44,5424.96
10/9/2006,9.02,11.59,8.68,38406.37,5484.35
10/10/2006,9.16,11.68,8.75,38654.69,5526.94
10/11/2006,9.16,11.68,8.77,38322.21,5489.9
10/13/2006,9.26,11.92,8.91,38850.16,5582.04
10/16/2006,9.26,11.82,8.97,39229.06,5630.53
10/17/2006,9.26,11.76,8.81,38897.5,5559.6
10/18/2006,9.24,11.79,8.94,38685.99,5552.16
10/19/2006,9.34,11.91,8.95,38919.75,5598.15
10/20/2006,9.26,11.8,8.8,38642.82,5549.91
10/23/2006,9.43,12.15,9.02,39226.76,5618.19
10/24/2006,9.53,12.16,9.08,39498.98,5681.12
10/25/2006,9.65,12.24,9.03,39562.63,5724.04
10/26/2006,9.57,12.21,8.94,39644.78,5712.36
10/27/2006,9.53,12.07,8.87,39328.47,5668.37
10/30/2006,9.38,11.87,8.71,38900.49,5606.85
10/31/2006,9.37,11.66,8.72,39262.79,5647.59
11/1/2006,9.31,11.66,8.83,39930.05,5722.23
11/3/2006,9.29,11.73,8.84,40435.18,5783.04
11/6/2006,9.26,11.83,9.03,41246.61,5901.92
11/7/2006,9.21,11.83,9,41048.31,5875.52
11/8/2006,9.42,12,9.04,41334.23,5923.19
11/9/2006,9.26,11.7,8.72,40815.48,5873.61
11/10/2006,9.26,11.69,8.83,40719.92,5870.39
11/13/2006,9.4,11.77,8.99,40605.79,5835.67
11/14/2006,9.5,12.13,9.31,41290.7,5926.16
11/16/2006,9.62,12.08,9.33,41161.87,5905.2
11/17/2006,9.58,12.16,9.44,41029.43,5898.8
11/21/2006,9.5,11.99,9.46,41570.4,5965.9
11/22/2006,9.61,12.26,9.54,41912.92,6018.8
11/23/2006,9.69,12.16,9.52,42069.83,6034.99
11/24/2006,9.58,11.94,9.35,41757.72,5998.83
11/27/2006,9.29,11.73,9.19,40914.63,5903.24
11/28/2006,9.42,11.77,9.15,41043.15,5913.8
11/29/2006,9.5,12.07,9.37,41970.01,6055.12
11/30/2006,9.42,11.94,9.33,41931.84,6052.39
12/1/2006,9.42,11.81,9.16,41327.07,5970.35
12/4/2006,9.58,12.18,9.36,42654.33,6145
12/5/2006,9.62,12.22,9.41,43157.28,6223.82
12/6/2006,9.62,12.36,9.51,43096.16,6223.3
12/7/2006,9.67,12.15,9.38,42909.29,6190.59
12/8/2006,9.73,12.18,9.41,42977.58,6201.66
12/11/2006,9.69,12.22,9.38,43297.06,6238.65
12/12/2006,9.58,12.21,9.28,43018.45,6197.41
12/13/2006,9.64,12.25,9.38,43284.52,6229.04
12/14/2006,9.67,12.41,9.57,43754.56,6297.8
12/15/2006,9.71,12.46,9.61,43595.7,6298.97
12/18/2006,9.72,12.4,9.55,43508.73,6272.58
12/19/2006,9.6,12.36,9.44,43589.72,6278.42
12/20/2006,9.69,12.48,9.59,43502.36,6294.98
12/21/2006,9.61,12.51,9.62,43385.02,6281.59
12/22/2006,9.71,12.38,9.52,43355.73,6263.32
12/26/2006,9.72,12.51,9.59,43603.08,6303.18
12/27/2006,10.21,12.74,9.81,44526.36,6439.33
12/28/2006,10.17,12.81,9.92,44473.71,6450.76
1/2/2007,10.37,12.96,10.26,45382.61,6589.96
1/3/2007,10.37,13.04,10.19,44445.29,6447.31
1/4/2007,10.34,12.91,10.21,44019.77,6376.87
1/5/2007,9.97,12.42,9.79,42245.16,6143.89
1/8/2007,10.11,12.68,10.15,42829.93,6244.17
1/9/2007,10.12,12.41,9.98,42006.78,6125.03
1/10/2007,9.9,12.42,9.83,42335.67,6153.63
1/11/2007,10.04,12.61,9.98,42670.32,6205.05
1/12/2007,10.03,12.66,10.22,43094.97,6266.72
1/15/2007,10.12,12.73,10.2,42919.17,6252.43
1/16/2007,10.13,12.8,10.2,42624.22,6204.67
1/17/2007,10.12,12.89,10.19,42735.48,6218.53
1/18/2007,10.07,12.81,10,42477.92,6166.61
1/19/2007,10.21,13.08,10.26,43427.64,6322.94
1/22/2007,10.21,13.05,10.21,43553.3,6350.25
1/23/2007,10.29,13,10.21,44177.2,6463.16
1/24/2007,10.41,13.14,10.31,44686.73,6543.23
1/26/2007,10.49,13.19,10.22,44412.35,6499.56
1/29/2007,10.37,12.89,9.93,43573.49,6367.48
1/30/2007,10.3,12.98,9.95,44044.23,6428.26
1/31/2007,10.45,13,9.9,44641.6,6502.04
2/1/2007,10.45,13,9.79,44815.01,6512.35
2/2/2007,10.39,13.12,9.86,44997.83,6547.06
2/5/2007,10.42,13.12,9.94,45286.17,6559.92
2/6/2007,10.37,13.04,9.93,45351.8,6569.48
2/7/2007,10.34,13.03,10.05,44587.96,6481.75
2/8/2007,10.42,13.12,10.06,44891.94,6520.34
2/9/2007,10.22,12.81,9.82,44284.4,6426.47
2/12/2007,10.06,12.67,9.54,43934.75,6366.92
2/13/2007,10.06,12.65,9.66,45197.45,6525.08
2/14/2007,10.22,12.94,9.95,45995.6,6632.83
2/15/2007,10.22,12.85,9.73,45955.07,6619.13
2/16/2007,10.17,12.72,9.6,45849.03,6594.52
2/21/2007,10.02,12.55,9.51,46090.24,6612.41
2/22/2007,10.19,12.73,9.58,46452.26,6675.24
2/23/2007,10.06,12.47,9.46,46015.79,6620.55
2/26/2007,10.01,12.55,9.53,46207.4,6647.13
2/27/2007,9.52,11.88,8.96,43145.33,6238.99
2/28/2007,9.82,12.05,8.97,43892.31,6321.34
3/1/2007,9.78,12.11,8.97,43516.91,6272.64
3/2/2007,9.49,11.68,8.7,42369.84,6099.33
3/5/2007,9.22,11.47,8.5,41179.16,5946.2
3/6/2007,9.75,12.13,9,43218.4,6236.23
3/7/2007,9.65,11.96,8.84,42667.18,6168.06
3/8/2007,9.78,12.14,9.05,43465.83,6283.46
3/9/2007,9.79,12.26,9.19,44133.42,6362
3/12/2007,9.92,12.31,9.2,44249.23,6362.71
3/13/2007,9.6,11.82,8.86,42749.38,6162.06
3/14/2007,9.59,11.89,8.94,43288.44,6229.82
3/15/2007,9.62,11.91,8.99,43278.19,6229.43
3/16/2007,9.48,11.68,8.85,42730.04,6145.65
3/19/2007,9.79,12.13,9.12,43712.55,6292.93
3/20/2007,9.89,12.23,9.22,44350.87,6366.95
3/21/2007,10.28,12.69,9.54,45630.86,6540.96
3/22/2007,10.23,12.66,9.57,45424.18,6523.91
3/23/2007,10.14,12.6,9.63,45532.53,6547.29
3/26/2007,10.2,12.63,9.66,45644.56,6573.54
3/27/2007,10.04,12.46,9.63,45206.53,6504.2
3/28/2007,9.72,12.03,9.43,44484.1,6397.67
3/29/2007,9.95,12.08,9.6,45355.13,6534.13
3/30/2007,9.86,12.13,9.66,45804.66,6601.67
4/2/2007,9.75,11.91,9.4,45597.48,6554.76
4/3/2007,10.09,12.28,9.52,46288.16,6660.96
4/4/2007,10.1,12.42,9.55,46553.93,6715.77
4/5/2007,10.18,12.52,9.59,46646.57,6738.93
4/9/2007,10.2,12.61,9.68,46854.71,6761.51
4/10/2007,10.26,12.65,9.67,47174.07,6812.3
4/11/2007,10.12,12.4,9.43,46939.19,6759.87
4/12/2007,10.14,12.5,9.43,47346.56,6823.83
4/13/2007,10.16,12.67,9.44,47926.23,6892.46
4/16/2007,10.42,13.03,9.85,48921.21,7052.56
4/17/2007,10.67,13.37,9.9,48755.48,7039.9
4/18/2007,10.59,13.17,9.89,48709.84,7014.3
4/19/2007,10.67,13.3,10.06,48762.13,7006.74
4/20/2007,10.84,13.49,10.18,49408.18,7098.65
4/23/2007,11.16,13.37,10.11,49162.09,7073.41
4/24/2007,11,13.16,9.96,49070.86,7039.68
4/25/2007,11,13.41,10.18,49675.59,7128.83
4/26/2007,11.12,13.46,10.05,49067.69,7043.03
4/27/2007,11,13.49,10.09,49229.6,7049.03
4/30/2007,10.92,13.19,10,48956.39,6978.43
5/2/2007,11.09,13.57,10.17,49471.54,7062.05
5/3/2007,11.25,13.9,10.36,50218.22,7188.97
5/4/2007,11.33,14.06,10.47,50597.79,7244.74
5/7/2007,11.41,14.08,10.58,50281.73,7186.67
5/8/2007,11.68,14.18,10.71,50277.69,7195.96
5/9/2007,12.03,14.57,11.25,51300.13,7368.88
5/10/2007,11.89,14.14,10.93,50234.68,7209.92
5/11/2007,11.89,14.33,10.99,50902.38,7300.03
5/14/2007,11.57,14.01,10.74,50510.76,7221.24
5/15/2007,11.41,13.98,10.67,50518.21,7218.02
5/16/2007,11.81,14.38,11.09,51737.56,7386.25
5/17/2007,11.91,14.61,11.23,51631.47,7383.64
5/18/2007,12.37,15.07,11.4,52077.68,7469.19
5/21/2007,12.37,15.05,11.51,52423.45,7496.42
5/22/2007,12.37,14.92,11.3,52208.09,7446.86
5/23/2007,12.21,14.75,11.37,51812.5,7406.19
5/24/2007,11.91,14.35,11.07,50530.65,7219.28
5/25/2007,12.02,14.43,11.24,51617.97,7348.98
5/28/2007,12.19,14.51,11.45,52119.97,7413.81
5/29/2007,12.12,14.41,11.3,51713.18,7347.2
5/30/2007,12.21,14.46,11.28,52527.65,7449.29
5/31/2007,12.21,14.24,11.25,52268.46,7409.34
6/1/2007,12.25,14.76,11.58,53422.67,7597.08
6/4/2007,12.15,14.6,11.47,53242.68,7591.11
6/5/2007,12.22,14.52,11.4,53162.21,7587.29
6/6/2007,12.14,14.22,11.06,52049.31,7426.33
6/8/2007,12.14,14.18,10.82,52329.68,7426.01
6/11/2007,12.21,14.43,10.97,52776.84,7509.38
6/12/2007,12.02,14.1,10.77,51797.14,7375.69
6/13/2007,12.21,14.37,10.84,52993.73,7539.29
6/14/2007,12.25,14.52,10.99,53712.89,7646.67
6/15/2007,12.38,14.7,11.3,54518.63,7767.72
6/18/2007,12.46,14.64,11.35,54730.44,7801.44
6/19/2007,12.46,14.74,11.26,54643.72,7767.72
6/20/2007,12.38,14.6,11,54029.24,7683.98
6/21/2007,12.52,14.6,11.03,54656.88,7754.87
6/22/2007,12.38,14.54,10.98,54267.1,7712.85
6/25/2007,12.44,14.54,10.82,54041.57,7680.5
6/26/2007,12.3,14.35,10.69,53851.68,7623.98
6/27/2007,12.3,14.35,10.74,54143.07,7669.09
6/28/2007,12.38,14.33,10.74,54146.59,7642.24
6/29/2007,12.38,14.52,10.8,54392.06,7710.14
7/2/2007,12.54,14.62,10.91,55371.21,7842.34
7/3/2007,12.55,14.64,10.99,55699.69,7906.74
7/4/2007,12.57,14.59,10.96,55696.47,7915.63
7/5/2007,12.54,14.52,10.91,55932.34,7953.61
7/6/2007,12.46,14.57,10.82,56443.73,8016.34
7/10/2007,12.4,14.49,10.88,55882.7,7944.63
7/11/2007,12.57,14.81,10.99,56356.13,8039.91
7/12/2007,13.26,15.43,11.39,57613.05,8270.08
7/13/2007,13.18,15.33,11.65,57644.16,8262.37
7/16/2007,13.34,15.65,11.97,57374.4,8233.44
7/17/2007,13.43,15.69,11.98,57659.65,8277.54
7/18/2007,13.51,15.72,11.98,57555.85,8272.52
7/19/2007,13.59,15.92,12.21,58124.57,8371.78
7/20/2007,13.51,15.57,12.18,57442.74,8272.02
7/23/2007,13.67,15.76,12.38,58036.77,8391.83
7/24/2007,12.86,15.01,11.9,55794.57,8058.63
7/25/2007,13.02,14.96,11.79,56001.3,8066.24
7/26/2007,12.7,14.56,11.41,53893.15,7782.15
7/27/2007,12.7,14.1,11.14,52922.23,7612.14
7/30/2007,12.74,14.52,11.35,54572.61,7849.17
7/31/2007,12.78,14.6,11.33,54182.5,7802.26
8/1/2007,12.39,14.53,11.33,54233.87,7782.19
8/2/2007,12.83,14.69,11.4,54690.92,7849.86
8/3/2007,12.67,14.36,11.21,52846.38,7594.53
8/6/2007,12.42,14.32,11.26,53091.1,7612.43
8/7/2007,12.46,14.02,11.47,53802.48,7712.98
8/8/2007,12.71,14.19,11.78,55241.37,7914.91
8/9/2007,12.24,13.87,11.43,53430.84,7667.32
8/10/2007,12.49,13.94,11.39,52638.13,7553.09
8/13/2007,12.14,13.66,11.25,52434.01,7536.78
8/14/2007,11.74,13.49,11.05,50911.75,7345.8
8/15/2007,11.58,12.89,10.64,49285.3,7080.04
8/16/2007,11.42,12.74,10.52,48015.55,6930.41
8/17/2007,11.95,13.18,10.64,48558.76,6987.39
8/20/2007,11.95,13.44,10.81,49206.36,7099.32
8/21/2007,11.95,13.78,10.8,49815.08,7179.5
8/22/2007,12.28,14.13,11.06,51744.56,7465.84
8/23/2007,12.16,14.09,10.9,51848.23,7490.03
8/24/2007,12.58,14.33,11.09,52997.56,7645.69
8/27/2007,12.68,14.33,11.1,53078.15,7666.97
8/28/2007,12.28,13.87,10.8,51645.33,7452.79
8/29/2007,12.12,13.83,10.89,52734.64,7604.11
8/30/2007,12.36,13.86,10.77,52857.84,7627.95
8/31/2007,12.92,14.59,11.32,54637.24,7899.96
9/3/2007,12.85,14.59,11.47,54832.51,7930.45
9/4/2007,12.77,14.4,11.39,55250.47,7992.76
9/5/2007,12.55,14,11.11,54407.83,7876.38
9/6/2007,12.52,13.95,11.03,54569,7932.56
9/10/2007,12.12,13.47,10.55,52652.57,7659.93
9/11/2007,12.1,13.58,10.56,53920.57,7822.39
9/12/2007,12.12,13.54,10.55,53882.71,7832.14
9/13/2007,12.44,13.84,10.94,54908.18,7988.37
9/14/2007,12.28,13.85,10.92,54671,7921.05
9/17/2007,12.12,13.58,10.85,54340.54,7895.96
9/18/2007,12.6,14.34,11.42,56666.3,8256.85
9/19/2007,12.77,14.54,11.58,57264.22,8333.45
9/20/2007,12.69,14.41,11.57,56906.44,8308.5
9/21/2007,12.88,14.49,11.57,57798.79,8437.2
9/24/2007,12.85,14.7,11.76,58719.37,8616.74
9/25/2007,13.09,14.71,11.8,58857.78,8616.27
9/26/2007,13.41,15.29,12.18,59714.83,8758.61
9/27/2007,13.9,15.78,12.54,61052.44,8982.55
9/28/2007,13.9,15.64,12.4,60465.06,8873.23
10/1/2007,14.22,16.09,12.65,62340.34,9173.9
10/2/2007,14.22,16.29,12.96,62017.12,9165.26
10/3/2007,13.9,15.75,12.5,60098.57,8818.14
10/4/2007,13.9,16,12.65,60406.72,8820.88
10/5/2007,14.7,16.74,13.25,62318.72,9146.35
10/8/2007,14.87,16.93,13.34,62660.85,9209.3
10/9/2007,15.52,17.31,13.47,63548.69,9351.2
10/10/2007,15.22,16.97,13.35,63197.04,9307.15
10/11/2007,14.71,16.33,13.1,62455.77,9197.6
10/15/2007,14.48,16.33,12.93,62969.44,9318.33
10/16/2007,14.22,15.79,12.53,61717.9,9119.05
10/17/2007,14.69,16.39,12.79,63193.67,9329.57
10/18/2007,14.58,16.26,12.84,63261.33,9339.09
10/19/2007,14.06,15.55,12.4,60894.29,8952.46
10/22/2007,14.14,15.78,12.61,61215.13,8963.16
10/23/2007,14.38,16.09,13.14,62697.14,9202.24
10/24/2007,14.19,15.92,13.16,62624.81,9194.97
10/25/2007,13.9,16,12.87,62341.49,9193.63
10/26/2007,14.42,16.8,13.42,64275.58,9527.75
10/29/2007,14.71,16.74,13.51,65044.31,9695.91
10/30/2007,14.51,16.46,13.25,64383.13,9523.81
10/31/2007,14.7,16.77,13.7,65317.7,9692.67
11/1/2007,14.23,16.16,13.32,64050.08,9515.22
11/5/2007,13.9,15.74,12.92,62959.55,9283.2
11/6/2007,13.8,15.82,13.13,64503.43,9533.27
11/7/2007,13.87,15.38,12.81,63500.62,9395.78
11/8/2007,13.42,14.89,12.34,63561.91,9540.59
11/9/2007,13.58,15.04,12.27,64320.56,9664.96
11/12/2007,13.26,14.68,12.05,61526.87,9226.74
11/13/2007,13.55,15.35,12.5,62927.03,9429.85
11/14/2007,13.58,15.45,12.82,64630.87,9658.19
11/16/2007,13.9,15.87,12.96,64609.38,9633.72
11/19/2007,13.58,15.01,12.31,62336.02,9297.85
11/21/2007,13.28,14.21,11.91,60581.54,9031.25
11/22/2007,12.87,14.09,11.87,60653.01,9053.34
11/23/2007,12.87,14.26,12.04,60970.9,9106.93
11/26/2007,12.88,14.19,11.85,59069.17,8887.97
11/27/2007,13.28,14.84,12.12,59431.5,8944.2
11/28/2007,13.72,15.78,12.94,61714.64,9280.09
11/29/2007,13.73,15.9,12.95,62156.34,9343.18
11/30/2007,14.25,16.83,13.17,63006.16,9462.09
12/3/2007,14.57,16.74,13.36,63199.85,9500.94
12/4/2007,14.51,16.74,13.48,63481.53,9557.22
12/5/2007,14.55,16.84,13.66,64927.96,9798.52
12/6/2007,14.77,16.97,14.06,65790.81,9959.81
12/7/2007,14.74,17.14,14.12,65638.54,9926.59
12/10/2007,14.91,17.04,14.1,65445.96,9897.1
12/11/2007,14.9,16.77,14.01,64512.26,9784.26
12/12/2007,14.84,16.67,13.53,64741.69,9833.07
12/13/2007,14.81,16.09,13.08,62860.99,9533.45
